Id,Name,Rating,Genre,Release_year,Imdb_score,release_date,votes,runtime,
4640,Ghost in the Shell 2: Innocence,PG-13,Animation,2004,7.5,"September 24, 2004 ",37000,100,
4641,Clifford's Really Big Movie,G,Animation,2004,5.4,"April 23, 2004 ",822,74,
4642,Summer Storm,R,Comedy,2004,7.2,"September 2, 2004 ",14000,98,
4643,Melinda and Melinda,PG-13,Comedy,2004,6.4,"April 8, 2005 ",31000,99,
4644,Harry Potter and the Goblet of Fire,PG-13,Adventure,2005,7.7,"November 18, 2005 ",566000,157,
4645,The 40-Year-Old Virgin,R,Comedy,2005,7.1,"August 19, 2005 ",407000,116,
4646,Memoirs of a Geisha,PG-13,Drama,2005,7.3,"December 23, 2005 ",141000,145,
4647,Pride & Prejudice,PG,Drama,2005,7.8,"November 23, 2005 ",269000,129,
4648,Batman Begins,PG-13,Action,2005,8.2,"June 15, 2005 ",1300000,140,
4649,The Descent,R,Adventure,2005,7.2,"August 4, 2006 ",207000,99,
4650,Brokeback Mountain,R,Drama,2005,7.7,"January 13, 2006 ",333000,134,
4651,Sin City,R,Crime,2005,8,"April 1, 2005 ",745000,124,
4652,Charlie and the Chocolate Factory,PG,Adventure,2005,6.6,"July 15, 2005 ",441000,115,
4653,V for Vendetta,R,Action,2005,8.1,"March 17, 2006 ",1100000,132,
4654,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",PG,Adventure,2005,6.9,"December 9, 2005 ",375000,143,
4655,Wedding Crashers,R,Comedy,2005,6.9,"July 15, 2005 ",339000,119,
4656,War of the Worlds,PG-13,Adventure,2005,6.5,"June 29, 2005 ",424000,116,
4657,Kingdom of Heaven,R,Action,2005,7.2,"May 6, 2005 ",272000,144,
4658,Constantine,R,Action,2005,7,"February 18, 2005 ",317000,121,
4659,Star Wars: Episode III - Revenge of the Sith,PG-13,Action,2005,7.5,"May 19, 2005 ",729000,140,
4660,King Kong,PG-13,Action,2005,7.2,"December 14, 2005 ",403000,187,
4661,The Hitchhiker's Guide to the Galaxy,PG,Adventure,2005,6.7,"April 29, 2005 ",190000,109,
4662,Fantastic Four,PG-13,Action,2005,5.7,"July 8, 2005 ",316000,106,
4663,Green Street Hooligans,R,Crime,2005,7.4,"September 9, 2005 ",144000,109,
4664,Serenity,PG-13,Action,2005,7.8,"September 30, 2005 ",287000,119,
4665,Mr. & Mrs. Smith,PG-13,Action,2005,6.5,"June 10, 2005 ",461000,120,
4666,The Island,PG-13,Action,2005,6.8,"July 22, 2005 ",304000,136,
4667,Waiting...,R,Comedy,2005,6.7,"October 7, 2005 ",93000,94,
4668,Match Point,R,Drama,2005,7.6,"January 20, 2006 ",209000,124,
4669,Hostel,R,Horror,2005,5.9,"January 6, 2006 ",172000,94,
4670,Sky High,PG,Adventure,2005,6.2,"July 29, 2005 ",81000,100,
4671,Assault on Precinct 13,R,Action,2005,6.3,"January 19, 2005 ",75000,109,
4672,Madagascar,PG,Animation,2005,6.9,"May 27, 2005 ",376000,86,
4673,Hard Candy,R,Drama,2005,7.1,"April 28, 2006 ",156000,104,
4674,The Sisterhood of the Traveling Pants,PG,Comedy,2005,6.5,"June 1, 2005 ",56000,119,
4675,The Longest Yard,PG-13,Comedy,2005,6.4,"May 27, 2005 ",167000,113,
4676,Red Eye,PG-13,Thriller,2005,6.5,"August 19, 2005 ",115000,85,
4677,House of Wax,R,Horror,2005,5.4,"May 6, 2005 ",118000,113,
4678,Four Brothers,R,Action,2005,6.8,"July 1, 2005 ",138000,109,
4679,The Dukes of Hazzard,PG-13,Comedy,2005,5.1,"August 5, 2005 ",76000,104,
4680,The Interpreter,PG-13,Crime,2005,6.4,"April 22, 2005 ",101000,128,
4681,Walk the Line,PG-13,Biography,2005,7.8,"November 18, 2005 ",239000,136,
4682,Lords of Dogtown,PG-13,Biography,2005,7.1,"June 3, 2005 ",53000,107,
4683,Munich,R,Action,2005,7.5,"January 6, 2006 ",216000,164,
4684,Kiss Kiss Bang Bang,R,Comedy,2005,7.5,"November 18, 2005 ",219000,103,
4685,The Constant Gardener,R,Drama,2005,7.4,"August 31, 2005 ",135000,129,
4686,The Pacifier,PG,Action,2005,5.6,"March 4, 2005 ",90000,95,
4687,A History of Violence,R,Drama,2005,7.4,"September 30, 2005 ",228000,96,
4688,The Devil's Rejects,R,Horror,2005,6.8,"July 22, 2005 ",95000,107,
4689,Hitch,PG-13,Comedy,2005,6.6,"February 11, 2005 ",301000,118,
4690,Mirrormask,PG,Adventure,2005,6.8,"March 3, 2006 ",22000,101,
4691,Rent,PG-13,Drama,2005,6.9,"November 23, 2005 ",49000,135,
4692,Robots,PG,Animation,2005,6.3,"March 11, 2005 ",137000,91,
4693,Jarhead,R,Action,2005,7,"November 4, 2005 ",179000,125,
4694,Into the Blue,PG-13,Action,2005,5.9,"September 30, 2005 ",74000,110,
4695,Saw II,R,Horror,2005,6.6,"October 28, 2005 ",239000,93,
4696,Revolver,R,Action,2005,6.4,"September 22, 2005 ",92000,111,
4697,Flightplan,PG-13,Drama,2005,6.3,"September 23, 2005 ",155000,98,
4698,Coach Carter,PG-13,Biography,2005,7.3,"January 14, 2005 ",133000,136,
4699,Dark Water,PG-13,Drama,2005,5.6,"July 8, 2005 ",60000,105,
4700,Lord of War,R,Action,2005,7.6,"September 16, 2005 ",300000,122,
4701,Zathura: A Space Adventure,PG,Action,2005,6.2,"November 11, 2005 ",97000,101,
4702,The Quiet,R,Crime,2005,6.2,"August 25, 2006 ",16000,96,
4703,The Amityville Horror,R,Horror,2005,6,"April 15, 2005 ",107000,90,
4704,Be Cool,PG-13,Comedy,2005,5.6,"March 4, 2005 ",68000,118,
4705,Just Friends,PG-13,Comedy,2005,6.2,"November 23, 2005 ",109000,96,
4706,"Yours, Mine & Ours",PG,Comedy,2005,5.5,"November 23, 2005 ",27000,88,
4707,Cinderella Man,PG-13,Biography,2005,8,"June 3, 2005 ",179000,144,
4708,Nanny McPhee,PG,Comedy,2005,6.6,"January 27, 2006 ",70000,97,
4709,The Brothers Grimm,PG-13,Action,2005,5.9,"August 26, 2005 ",118000,118,
4710,Sahara,PG-13,Action,2005,6,"April 8, 2005 ",94000,124,
4711,Corpse Bride,PG,Animation,2005,7.3,"September 23, 2005 ",251000,77,
4712,Transporter 2,R,Action,2005,6.3,"September 2, 2005 ",195000,87,
4713,Two for the Money,R,Crime,2005,6.3,"October 7, 2005 ",44000,122,
4714,The New World,PG-13,Biography,2005,6.7,"January 20, 2006 ",84000,135,
4715,Brick,R,Action,2005,7.3,"April 14, 2006 ",103000,110,
4716,Wolf Creek,R,Horror,2005,6.2,"December 25, 2005 ",69000,99,
4717,Breakfast on Pluto,R,Comedy,2005,7.2,"January 6, 2006 ",21000,128,
4718,The Exorcism of Emily Rose,PG-13,Drama,2005,6.7,"September 9, 2005 ",122000,119,
4719,Elektra,PG-13,Action,2005,4.7,"January 14, 2005 ",89000,97,
4720,Doom,R,Action,2005,5.2,"October 21, 2005 ",110000,105,
4721,The Legend of Zorro,PG,Action,2005,6,"October 28, 2005 ",95000,129,
4722,Cheaper by the Dozen 2,PG,Adventure,2005,5.5,"December 21, 2005 ",56000,94,
4723,Æon Flux,PG-13,Action,2005,5.5,"December 2, 2005 ",125000,93,
4724,Son of the Mask,PG,Comedy,2005,2.2,"February 18, 2005 ",53000,94,
4725,Rumor Has It...,PG-13,Comedy,2005,5.5,"December 25, 2005 ",55000,97,
4726,The Producers,PG-13,Comedy,2005,6.3,"December 25, 2005 ",42000,134,
4727,The Ringer,PG-13,Comedy,2005,5.8,"December 23, 2005 ",36000,94,
4728,Kicking & Screaming,PG,Comedy,2005,5.6,"May 13, 2005 ",37000,95,
4729,The Cave,PG-13,Action,2005,5.1,"August 26, 2005 ",36000,97,
4730,Lady Vengeance,R,Crime,2005,7.6,"July 29, 2005 ",74000,115,
4731,Broken Flowers,R,Comedy,2005,7.2,"August 26, 2005 ",100000,106,
4732,Fun with Dick and Jane,PG-13,Comedy,2005,6.2,"December 21, 2005 ",139000,90,
4733,Imagine Me & You,R,Comedy,2005,6.8,"May 25, 2006 ",31000,90,
4734,The Family Stone,PG-13,Comedy,2005,6.3,"December 16, 2005 ",63000,103,
4735,Just Like Heaven,PG-13,Comedy,2005,6.7,"September 16, 2005 ",101000,95,
4736,Capote,R,Biography,2005,7.3,"February 3, 2006 ",128000,114,
4737,The Skeleton Key,PG-13,Drama,2005,6.5,"August 12, 2005 ",108000,104,
4738,The Squid and the Whale,R,Comedy,2005,7.3,"December 16, 2005 ",80000,81,
4739,Land of the Dead,R,Horror,2005,6.2,"June 24, 2005 ",93000,93,
4740,Man of the House,PG-13,Comedy,2005,5.4,"February 25, 2005 ",23000,100,
4741,Elizabethtown,PG-13,Comedy,2005,6.4,"October 14, 2005 ",68000,123,
4742,Chicken Little,G,Animation,2005,5.7,"November 4, 2005 ",88000,81,
4743,Monster-in-Law,PG-13,Comedy,2005,5.6,"May 13, 2005 ",58000,101,
4744,Domino,R,Action,2005,5.9,"October 14, 2005 ",65000,127,
4745,The Ring Two,PG-13,Horror,2005,5.4,"March 18, 2005 ",93000,110,
4746,London,R,Drama,2005,6.5,"February 10, 2006 ",23000,92,
4747,Deuce Bigalow: European Gigolo,R,Comedy,2005,4.7,"August 12, 2005 ",49000,83,
4748,Harsh Times,R,Action,2005,6.9,"November 10, 2006 ",64000,116,
4749,Diary of a Mad Black Woman,PG-13,Comedy,2005,5.8,"February 25, 2005 ",14000,116,
4750,Herbie Fully Loaded,G,Adventure,2005,4.8,"June 22, 2005 ",46000,101,
4751,Wallace & Gromit: The Curse of the Were-Rabbit,G,Animation,2005,7.4,"October 7, 2005 ",128000,85,
4752,Casanova,R,Adventure,2005,6.5,"January 6, 2006 ",53000,112,
4753,The Jacket,R,Drama,2005,7.1,"March 4, 2005 ",110000,103,
4754,The Wedding Date,PG-13,Comedy,2005,6.2,"February 4, 2005 ",50000,90,
4755,Thank You for Smoking,R,Comedy,2005,7.6,"April 14, 2006 ",215000,92,
4756,Hide and Seek,R,Drama,2005,6,"January 28, 2005 ",83000,101,
4757,Cursed,PG-13,Comedy,2005,5,"February 25, 2005 ",31000,97,
4758,Miss Congeniality 2: Armed & Fabulous,PG-13,Action,2005,5.1,"March 24, 2005 ",71000,115,
4759,Bad News Bears,PG-13,Comedy,2005,5.8,"July 22, 2005 ",21000,113,
4760,Fever Pitch,PG-13,Comedy,2005,6.2,"April 8, 2005 ",43000,104,
4761,Kinky Boots,PG-13,Comedy,2005,7.1,"May 26, 2006 ",19000,107,
4762,xXx: State of the Union,PG-13,Action,2005,4.5,"April 29, 2005 ",68000,101,
4763,Syriana,R,Drama,2005,6.9,"December 9, 2005 ",127000,128,
4764,North Country,R,Drama,2005,7.3,"October 21, 2005 ",41000,126,
4765,Derailed,R,Crime,2005,6.6,"November 11, 2005 ",72000,108,
4766,Romance & Cigarettes,R,Comedy,2005,6.2,"March 3, 2006 ",12000,105,
4767,The Perfect Man,PG,Comedy,2005,5.5,"June 17, 2005 ",29000,100,
4768,Unleashed,R,Action,2005,7,"May 13, 2005 ",100000,103,
4769,Hostage,R,Action,2005,6.5,"March 11, 2005 ",108000,113,
4770,The Greatest Game Ever Played,PG,Biography,2005,7.4,"September 30, 2005 ",29000,120,
4771,Caché (Hidden),R,Drama,2005,7.3,"February 17, 2006 ",76000,117,
4772,Get Rich or Die Tryin',R,Biography,2005,5.4,"November 9, 2005 ",45000,117,
4773,Bewitched,PG-13,Comedy,2005,4.8,"June 24, 2005 ",70000,102,
4774,Hoodwinked,PG,Animation,2005,6.4,"January 13, 2006 ",58000,80,
4775,Adam's Apples,R,Comedy,2005,7.8,"April 15, 2005 ",47000,94,
4776,BloodRayne,R,Action,2005,2.9,"January 6, 2006 ",34000,95,
4777,The Three Burials of Melquiades Estrada,R,Adventure,2005,7.4,"February 24, 2006 ",39000,121,
4778,Feast,R,Action,2005,6.3,"January 18, 2007 ",30000,95,
4779,Goal! The Dream Begins,PG,Adventure,2005,6.7,"May 12, 2006 ",61000,118,
4780,The Notorious Bettie Page,R,Biography,2005,6.5,"May 5, 2006 ",11000,91,
4781,Man-Thing,R,Action,2005,4,"April 21, 2005 ",6100,97,
4782,"Good Night, and Good Luck.",PG,Biography,2005,7.4,"November 4, 2005 ",95000,93,
4783,Ice Princess,G,Comedy,2005,6,"March 18, 2005 ",26000,98,
4784,A Lot Like Love,PG-13,Comedy,2005,6.6,"April 22, 2005 ",68000,107,
4785,Cry Wolf,PG-13,Drama,2005,5.8,"September 16, 2005 ",26000,90,
4786,The Proposition,R,Crime,2005,7.3,"June 9, 2006 ",51000,104,
4787,The World's Fastest Indian,PG-13,Biography,2005,7.8,"March 24, 2006 ",53000,127,
4788,Stealth,PG-13,Action,2005,5.1,"July 29, 2005 ",52000,121,
4789,Hustle & Flow,R,Crime,2005,7.3,"July 22, 2005 ",39000,116,
4790,The Matador,R,Comedy,2005,6.7,"January 27, 2006 ",44000,96,
4791,In Her Shoes,PG-13,Comedy,2005,6.4,"October 7, 2005 ",60000,130,
4792,The Fog,PG-13,Horror,2005,3.7,"October 14, 2005 ",35000,100,
4793,Because of Winn-Dixie,PG,Comedy,2005,6.3,"February 18, 2005 ",11000,106,
4794,Where the Truth Lies,Unrated,Crime,2005,6.5,"October 7, 2005 ",17000,107,
4795,Must Love Dogs,PG-13,Comedy,2005,5.9,"July 29, 2005 ",31000,98,
4796,Guess Who,PG-13,Comedy,2005,5.9,"March 25, 2005 ",41000,105,
4797,The Ballad of Jack and Rose,R,Drama,2005,6.6,"April 8, 2005 ",11000,112,
4798,Stay,R,Drama,2005,6.8,"October 21, 2005 ",77000,99,
4799,The Great Raid,R,Action,2005,6.7,"August 12, 2005 ",21000,132,
4800,Venom,R,Horror,2005,4.6,"September 16, 2005 ",9700,87,
4801,Tideland,R,Drama,2005,6.5,"August 11, 2006 ",32000,120,
4802,Roll Bounce,PG-13,Comedy,2005,6.2,"September 23, 2005 ",6800,112,
4803,Alone in the Dark,R,Action,2005,2.4,"January 28, 2005 ",42000,96,
4804,An American Haunting,PG-13,Drama,2005,5.1,"May 5, 2006 ",25000,83,
4805,Supercross,PG-13,Action,2005,4.3,"August 17, 2005 ",4400,80,
4806,Oliver Twist,PG-13,Crime,2005,6.8,"September 30, 2005 ",32000,130,
4807,White Noise,PG-13,Drama,2005,5.5,"January 7, 2005 ",48000,101,
4808,Are We There Yet?,PG,Adventure,2005,4.7,"January 21, 2005 ",30000,95,
4809,The Protector,R,Action,2005,7.1,"September 8, 2006 ",36000,111,
4810,Proof,PG-13,Drama,2005,6.7,"October 7, 2005 ",44000,100,
4811,Last Days,R,Drama,2005,5.8,"May 13, 2005 ",22000,97,
4812,Racing Stripes,PG,Adventure,2005,5.2,"January 14, 2005 ",16000,102,
4813,A Sound of Thunder,PG-13,Action,2005,4.2,"September 2, 2005 ",19000,110,
4814,The Weather Man,R,Comedy,2005,6.5,"October 28, 2005 ",78000,102,
4815,Keeping Mum,R,Comedy,2005,6.8,"October 6, 2006 ",34000,99,
4816,Angel-A,R,Comedy,2005,7.1,"December 21, 2005 ",33000,91,
4817,An Unfinished Life,PG-13,Drama,2005,7,"September 16, 2005 ",29000,108,
4818,Boogeyman,PG-13,Drama,2005,4.2,"February 4, 2005 ",30000,89,
4819,Fierce People,R,Drama,2005,6.5,"November 30, 2007 ",6600,107,
4820,Asylum,R,Drama,2005,6.1,"September 9, 2005 ",4900,99,
4821,Me and You and Everyone We Know,R,Comedy,2005,7.3,"August 5, 2005 ",36000,91,
4822,Transamerica,R,Adventure,2005,7.4,"March 3, 2006 ",41000,103,
4823,The Lost City,R,Drama,2005,6.6,"May 26, 2006 ",9300,144,
4824,Beauty Shop,PG-13,Comedy,2005,5.6,"March 30, 2005 ",17000,105,
4825,The Upside of Anger,R,Comedy,2005,6.8,"April 1, 2005 ",21000,118,
4826,The Chumscrubber,R,Comedy,2005,6.9,"October 5, 2006 ",18000,108,
4827,The Man,PG-13,Action,2005,5.6,"September 9, 2005 ",25000,83,
4828,Valiant,G,Animation,2005,5.5,"August 19, 2005 ",22000,76,
4829,Prime,PG-13,Comedy,2005,6.2,"October 28, 2005 ",40000,105,
4830,Manderlay,Not Rated,Drama,2005,7.3,"June 3, 2005 ",23000,139,
4831,Junebug,R,Comedy,2005,6.9,"September 16, 2005 ",22000,106,
4832,Dominion,R,Drama,2005,5.2,"August 1, 2005 ",11000,117,
4833,Battle in Heaven,Unrated,Crime,2005,5.6,"October 26, 2005 ",6100,98,
4834,Little Manhattan,PG,Comedy,2005,7.5,"January 5, 2006 ",23000,90,
4835,Dreamer,PG,Drama,2005,6.8,"October 21, 2005 ",12000,106,
4836,Black,Not Rated,Drama,2005,8.2,"February 4, 2005 ",34000,122,
4837,Factotum,R,Comedy,2005,6.6,"April 29, 2005 ",14000,94,
4838,Beowulf & Grendel,R,Action,2005,5.8,"March 9, 2006 ",18000,103,
4839,Joyeux Noel,PG-13,Drama,2005,7.7,"November 9, 2005 ",28000,116,
4840,Dirty Love,R,Comedy,2005,3.6,"May 5, 2006 ",6800,91,
4841,Everything Is Illuminated,PG-13,Comedy,2005,7.4,"November 4, 2005 ",57000,106,
4842,Thumbsucker,R,Comedy,2005,6.6,"October 7, 2005 ",21000,96,
4843,Rebound,PG,Comedy,2005,5.2,"July 1, 2005 ",13000,86,
4844,The Departed,R,Crime,2006,8.5,"October 6, 2006 ",1200000,151,
4845,The Fast and the Furious: Tokyo Drift,PG-13,Action,2006,6,"June 16, 2006 ",252000,104,
4846,Talladega Nights: the Ballad of Ricky Bobby,PG-13,Comedy,2006,6.6,"August 4, 2006 ",172000,108,
4847,The Prestige,PG-13,Drama,2006,8.5,"October 20, 2006 ",1200000,130,
4848,Cars,G,Animation,2006,7.1,"June 9, 2006 ",381000,117,
4849,300,R,Action,2006,7.6,"March 9, 2007 ",750000,117,
4850,The Devil Wears Prada,PG-13,Comedy,2006,6.9,"June 30, 2006 ",385000,109,
4851,Casino Royale,PG-13,Action,2006,8,"November 17, 2006 ",594000,144,
4852,Pan's Labyrinth,R,Drama,2006,8.2,"January 19, 2007 ",631000,118,
4853,Pirates of the Caribbean: Dead Man's Chest,PG-13,Action,2006,7.3,"July 7, 2006 ",668000,151,
4854,Idiocracy,R,Adventure,2006,6.6,"January 25, 2007 ",150000,84,
4855,Apocalypto,R,Action,2006,7.8,"December 8, 2006 ",297000,139,
4856,She's the Man,PG-13,Comedy,2006,6.3,"March 17, 2006 ",149000,105,
4857,Little Children,R,Drama,2006,7.5,"February 9, 2007 ",107000,137,
4858,Children of Men,R,Adventure,2006,7.9,"January 5, 2007 ",474000,109,
4859,The Da Vinci Code,PG-13,Mystery,2006,6.6,"May 19, 2006 ",410000,149,
4860,The Pursuit of Happyness,PG-13,Biography,2006,8,"December 15, 2006 ",465000,117,
4861,Little Miss Sunshine,R,Comedy,2006,7.8,"August 18, 2006 ",450000,101,
4862,The Last King of Scotland,R,Biography,2006,7.7,"January 19, 2007 ",179000,123,
4863,Blood Diamond,R,Adventure,2006,8,"December 8, 2006 ",511000,143,
4864,The Lives of Others,R,Drama,2006,8.4,"March 30, 2007 ",368000,137,
4865,Night at the Museum,PG,Adventure,2006,6.4,"December 22, 2006 ",323000,108,
4866,Mission: Impossible III,PG-13,Action,2006,6.9,"May 5, 2006 ",337000,126,
4867,Marie Antoinette,PG-13,Biography,2006,6.5,"October 20, 2006 ",104000,123,
4868,Inside Man,R,Crime,2006,7.6,"March 24, 2006 ",350000,129,
4869,Running Scared,R,Action,2006,7.3,"February 24, 2006 ",98000,122,
4870,Accepted,PG-13,Comedy,2006,6.4,"August 18, 2006 ",127000,93,
4871,Superman Returns,PG-13,Action,2006,6,"June 28, 2006 ",274000,154,
4872,Slither,R,Comedy,2006,6.5,"March 31, 2006 ",76000,95,
4873,Nacho Libre,PG,Comedy,2006,5.8,"June 16, 2006 ",83000,92,
4874,The Covenant,PG-13,Action,2006,5.3,"September 8, 2006 ",48000,97,
4875,The Hills Have Eyes,R,Horror,2006,6.4,"March 10, 2006 ",162000,107,
4876,The Fountain,PG-13,Drama,2006,7.2,"November 22, 2006 ",232000,97,
4877,X-Men: the Last Stand,PG-13,Action,2006,6.7,"May 26, 2006 ",491000,104,
4878,Underworld: Evolution,R,Action,2006,6.7,"January 20, 2006 ",193000,106,
4879,Click,PG-13,Comedy,2006,6.4,"June 23, 2006 ",313000,107,
4880,The Holiday,PG-13,Comedy,2006,6.9,"December 8, 2006 ",258000,136,
4881,Silent Hill,R,Horror,2006,6.5,"April 21, 2006 ",217000,125,
4882,Basic Instinct 2,R,Drama,2006,4.3,"March 31, 2006 ",38000,114,
4883,The Black Dahlia,R,Crime,2006,5.6,"September 15, 2006 ",72000,121,
4884,Perfume: The Story of a Murderer,R,Crime,2006,7.5,"January 5, 2007 ",239000,147,
4885,Lucky Number Slevin,R,Crime,2006,7.7,"April 7, 2006 ",303000,110,
4886,Smokin' Aces,R,Action,2006,6.7,"January 26, 2007 ",140000,108,
4887,This Is England,Not Rated,Crime,2006,7.7,"April 27, 2007 ",117000,101,
4888,Cashback,R,Comedy,2006,7.1,"May 9, 2008 ",84000,102,
4889,Deja Vu,PG-13,Action,2006,7,"November 22, 2006 ",298000,126,
4890,Grandma's Boy,R,Comedy,2006,7,"January 6, 2006 ",79000,94,
4891,RV,PG,Adventure,2006,5.5,"April 28, 2006 ",57000,99,
4892,Tenacious D in the Pick of Destiny,R,Adventure,2006,6.8,"November 22, 2006 ",104000,93,
4893,Black Book,R,Drama,2006,7.7,"May 18, 2007 ",74000,145,
4894,Stick It,PG-13,Comedy,2006,6.4,"April 28, 2006 ",27000,103,
4895,Step Up,PG-13,Crime,2006,6.5,"August 11, 2006 ",113000,104,
4896,The Host,R,Action,2006,7.1,"March 30, 2007 ",112000,120,
4897,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,R,Comedy,2006,7.3,"November 3, 2006 ",387000,84,
4898,Snakes on a Plane,R,Action,2006,5.4,"August 18, 2006 ",134000,105,
4899,Lady in the Water,PG-13,Drama,2006,5.5,"July 21, 2006 ",96000,110,
4900,Crank,R,Action,2006,6.9,"September 1, 2006 ",239000,88,
4901,The Illusionist,PG-13,Drama,2006,7.6,"September 1, 2006 ",360000,110,
4902,Over the Hedge,PG,Animation,2006,6.7,"May 19, 2006 ",164000,83,
4903,Final Destination 3,R,Horror,2006,5.8,"February 10, 2006 ",133000,93,
4904,Stranger Than Fiction,PG-13,Comedy,2006,7.5,"November 10, 2006 ",222000,113,
4905,Alpha Dog,R,Biography,2006,6.9,"January 12, 2007 ",100000,122,
4906,Aquamarine,PG,Comedy,2006,5.4,"March 3, 2006 ",39000,110,
4907,Scary Movie 4,PG-13,Comedy,2006,5.1,"April 14, 2006 ",116000,83,
4908,The Fall,R,Adventure,2006,7.9,"May 30, 2008 ",109000,117,
4909,John Tucker Must Die,PG-13,Comedy,2006,5.8,"July 28, 2006 ",81000,89,
4910,The Good Shepherd,R,Drama,2006,6.7,"December 22, 2006 ",100000,167,
4911,Rocky Balboa,PG,Action,2006,7.1,"December 20, 2006 ",208000,102,
4912,Eragon,PG,Action,2006,5.1,"December 15, 2006 ",123000,104,
4913,Dreamgirls,PG-13,Drama,2006,6.5,"December 25, 2006 ",71000,130,
4914,The Queen,PG-13,Biography,2006,7.3,"November 17, 2006 ",106000,103,
4915,Babel,R,Drama,2006,7.4,"November 10, 2006 ",293000,143,
4916,A Good Year,PG-13,Comedy,2006,7,"November 10, 2006 ",91000,117,
4917,Miami Vice,R,Action,2006,6,"July 28, 2006 ",112000,132,
4918,Saw III,R,Crime,2006,6.2,"October 27, 2006 ",183000,108,
4919,Happy Feet,PG,Animation,2006,6.4,"November 17, 2006 ",174000,108,
4920,The Texas Chainsaw Massacre: the Beginning,R,Horror,2006,5.8,"October 6, 2006 ",69000,91,
4921,Black Snake Moan,R,Drama,2006,6.9,"March 2, 2007 ",62000,116,
4922,Paprika,R,Animation,2006,7.7,"June 22, 2007 ",75000,90,
4923,Monster House,PG,Animation,2006,6.6,"July 21, 2006 ",106000,91,
4924,Scoop,PG-13,Comedy,2006,6.6,"July 28, 2006 ",82000,96,
4925,World Trade Center,PG-13,Drama,2006,5.9,"August 9, 2006 ",79000,129,
4926,Employee of the Month,PG-13,Comedy,2006,5.5,"October 6, 2006 ",46000,103,
4927,Little Man,PG-13,Comedy,2006,4.5,"July 14, 2006 ",52000,98,
4928,The Benchwarmers,PG-13,Comedy,2006,5.5,"April 7, 2006 ",49000,85,
4929,Poseidon,PG-13,Action,2006,5.7,"May 12, 2006 ",100000,98,
4930,Flushed Away,PG,Animation,2006,6.6,"November 3, 2006 ",117000,85,
4931,The Guardian,PG-13,Action,2006,6.9,"September 29, 2006 ",89000,139,
4932,Rescue Dawn,PG-13,Action,2006,7.3,"July 27, 2007 ",103000,120,
4933,When a Stranger Calls,PG-13,Horror,2006,5.1,"February 3, 2006 ",44000,87,
4934,A Scanner Darkly,R,Animation,2006,7.1,"July 28, 2006 ",108000,100,
4935,DOA: Dead or Alive,PG-13,Action,2006,4.8,"June 15, 2007 ",44000,87,
4936,Shortbus,Not Rated,Comedy,2006,6.4,"October 20, 2006 ",32000,101,
4937,Catch and Release,PG-13,Comedy,2006,6,"January 26, 2007 ",25000,124,
4938,The Break-Up,PG-13,Comedy,2006,5.8,"June 2, 2006 ",128000,106,
4939,Tell No One,Not Rated,Crime,2006,7.5,"November 1, 2006 ",52000,131,
4940,United 93,R,Action,2006,7.6,"April 28, 2006 ",100000,111,
4941,The Pink Panther,PG,Adventure,2006,5.7,"February 10, 2006 ",83000,93,
