Id,budget,gross,,
5950,110000000,563749323,,
5951,12500000,76338111,,
5952,30000000,41002607,,
5953,18000000,47120948,,
5954,15000000,133432856,,
5955,38000000,117094902,,
5956,,1470679,,
5957,2000000,1349387,,
5958,35000000,65100369,,
5959,,170323,,
5960,60000000,78309505,,
5961,45000000,160078586,,
5962,,88823111,,
5963,10000000,2530394,,
5964,21000000,72526996,,
5965,,450275,,
5966,25000000,30722632,,
5967,13000000,6206022,,
5968,6000000,19561904,,
5969,12000000,22939027,,
5970,19100000,5728213,,
5971,100000,1938783,,
5972,,933352,,
5973,250000,3852409,,
5974,20000000,30426096,,
5975,,1688710,,
5976,36000000,193967670,,
5977,130000000,554987477,,
5978,17000000,43202283,,
5979,,1892130,,
5980,,35057696,,
5981,,11928909,,
5982,,175706,,
5983,5000000,10173061,,
5984,40000000,91627228,,
5985,2000000,16527747,,
5986,30000000,49871429,,
5987,3000000,748453,,
5988,25000000,37989684,,
5989,45000000,30134958,,
5990,27000000,85564310,,
5991,3000000,145676,,
5992,42000000,90260376,,
5993,16000000,40492652,,
5994,,34564651,,
5995,20000000,39782683,,
5996,37000000,96560591,,
5997,56000000,142044638,,
5998,135000,424088,,
5999,15000000,2042203,,
6000,,6985158,,
6001,40000000,55247881,,
6002,75000000,342695435,,
6003,,1389920,,
6004,5000000,25804448,,
6005,,1192003,,
6006,,4396975,,
6007,30000000,108609310,,
6008,41000000,8179416,,
6009,,18962444,,
6010,25000000,11168712,,
6011,4000000,1874460,,
6012,35000000,10117966,,
6013,30000000,3338690,,
6014,22000000,61487846,,
6015,28000000,40662632,,
6016,13000000,115890699,,
6017,125000,3242802,,
6018,55000000,187361754,,
6019,,1271319,,
6020,,4965950,,
6021,,1378947,,
6022,,3424648,,
6023,2000000,35185884,,
6024,94000000,2855644,,
6025,5000000,26236153,,
6026,30000000,15395087,,
6027,63000000,183954145,,
6028,20000000,4627375,,
6029,,2435325,,
6030,,3822241,,
6031,,2037,,
6032,135000000,159197038,,
6033,,,,
6034,21000000,7294800,,
6035,,3102666,,
6036,,1742215,,
6037,,11789613,,
6038,10920000,11219667,,
6039,32000000,82686066,,
6040,,676111,,
6041,,2099472,,
6042,70000000,69721966,,
6043,37000000,95943453,,
6044,220000000,1518815515,,
6045,100000000,426074373,,
6046,180000000,1017003568,,
6047,78000000,694394724,,
6048,250000000,1081142612,,
6049,17000000,115350426,,
6050,35000000,88215156,,
6051,3800000,15843274,,
6052,130000000,403354469,,
6053,16000000,68264022,,
6054,45000000,198087212,,
6055,44500000,232325503,,
6056,120000000,829747654,,
6057,60000000,218340595,,
6058,40000000,132820716,,
6059,102000000,130482868,,
6060,200000000,1108569499,,
6061,13000000,33384127,,
6062,230000000,757930663,,
6063,61000000,441809770,,
6064,21000000,236412453,,
6065,170000000,396592829,,
6066,32000000,28258060,,
6067,30000000,176506819,,
6068,15000000,37930465,,
6069,31000000,161772375,,
6070,42000000,201585328,,
6071,50000000,549368315,,
6072,3000000,82515113,,
6073,65000000,156491279,,
6074,70000000,57719093,,
6075,65000000,275293450,,
6076,185000000,538983207,,
6077,15000000,47052899,,
6078,50000000,41037742,,
6079,150000000,245527149,,
6080,250000000,284139100,,
6081,209000000,303025485,,
6082,7000000,167739961,,
6083,85000000,358375603,,
6084,26000000,55404207,,
6085,5000000,32170399,,
6086,70000000,160112671,,
6087,5000000,8518634,,
6088,85000000,208076205,,
6089,10000000,11681781,,
6090,,2362019,,
6091,125000000,276144750,,
6092,69000000,116471580,,
6093,165000000,471222889,,
6094,125000000,198467168,,
6095,12000000,102731865,,
6096,50000000,234989584,,
6097,,23812816,,
6098,45000000,82966152,,
6099,120000000,609016565,,
6100,40600000,68929150,,
6101,65000000,240159255,,
6102,225000000,624026776,,
6103,79000000,335260290,,
6104,15000000,32226382,,
6105,75000000,59418613,,
6106,65000000,179379533,,
6107,68000000,68267862,,
6108,100000000,314975955,,
6109,750000,4424699,,
6110,12000000,126636097,,
6111,65000000,50950296,,
6112,7000000,55078146,,
6113,150000000,301970083,,
6114,10000000,32613173,,
6115,70000000,348840316,,
6116,42000000,47636031,,
6117,22000000,77229695,,
6118,25000000,99357138,,
6119,145000000,306941670,,
6120,10000000,4552970,,
6121,6000000,2631275,,
6122,,828284,,
6123,,9058065,,
6124,145000000,746921274,,
6125,30000000,54169363,,
6126,10000000,44287131,,
6127,1000000,10656155,,
6128,17000000,128955898,,
6129,30000000,54819301,,
6130,12000000,96070507,,
6131,30000000,196114570,,
6132,45000000,376152455,,
6133,270000,592116,,
6134,,25807712,,
6135,2000000,20014680,,
6136,2000000,16816647,,
6137,12000000,82499399,,
6138,20000000,713616,,
6139,25000000,9617377,,
6140,45000000,21947209,,
6141,11000000,10578643,,
6142,,19767535,,
6143,2000000,92654,,
6144,95000000,877244782,,
6145,,1944287,,
6146,2900000,1048704,,
6147,85000000,183018522,,
6148,2500000,8315,,
6149,15700000,27039669,,
6150,1500000,1544989,,
6151,33000000,140470746,,
6152,8000000,9368803,,
6153,,977671,,
6154,12500000,3783865,,
6155,14000000,85446075,,
6156,20000000,55362705,,
6157,30000000,41564670,,
6158,900000,245027,,
6159,35000000,34618867,,
6160,8900000,29664140,,
6161,40000000,84384002,,
6162,30000000,48963137,,
6163,42000000,73100172,,
6164,7500000,9929706,,
6165,,141951,,
6166,,73244881,,
6167,,7396,,
6168,60000000,107139399,,
6169,25000000,96262212,,
6170,,14107313,,
6171,12000000,35485056,,
6172,15000000,20546518,,
6173,20500000,7029095,,
6174,95000000,104907746,,
6175,39000000,81493846,,
6176,,14758997,,
6177,40000000,41863726,,
6178,15000000,5072654,,
6179,12000000,1946254,,
6180,,1581252,,
6181,6000000,15950164,,
6182,,5990754,,
6183,,3499442,,
6184,,146222,,
6185,,13090471,,
6186,10000000,1402307,,
6187,15000000,11039031,,
6188,1800000,21107746,,
6189,58000000,50365498,,
6190,,16190771,,
6191,20000000,16863583,,
6192,17000000,11350665,,
6193,,2801166,,
6194,20000000,32948113,,
6195,20000000,7942116,,
6196,40000000,38084162,,
6197,3000000,12128575,,
6198,26350000,1577272,,
6199,,459234,,
6200,25000000,119772232,,
6201,26000000,29699345,,
6202,2000000,1150681,,
6203,35000000,17415418,,
6204,16600000,22842887,,
6205,5000000,142802657,,
6206,11000000,59520298,,
6207,,131208,,
6208,35000000,30962335,,
6209,60000000,22187813,,
6210,,6202879,,
6211,25000000,56012642,,
6212,35000000,31083599,,
6213,20000000,636399,,
6214,10000000,3428048,,
6215,,2122909,,
6216,55000000,123054041,,
6217,1000000,38390020,,
6218,,3640975,,
6219,7395080,5277766,,
6220,30000000,114281051,,
6221,16000000,12558931,,
6222,,23589,,
6223,,712216,,
6224,,7708312,,
6225,16000000,92748,,
6226,,4490134,,
6227,,9374932,,
6228,,9166865,,
6229,40000000,22044277,,
6230,,562878,,
6231,40000000,74939189,,
6232,,2176576,,
6233,,5341221,,
6234,,1674776,,
6235,850000,1386088,,
6236,40000000,24740061,,
6237,6000000,2711379,,
6238,1000000,101758490,,
6239,7980000,2724695,,
6240,14000000,11417362,,
6241,,6366835,,
6242,,123821,,
6243,2500000,4806423,,
6244,100000000,392000694,,
6245,200000000,1214811252,,
6246,20000000,320290989,,
6247,46000000,122126687,,
6248,170000000,644783140,,
6249,3000000,89328627,,
6250,80000000,246984278,,
6251,160000000,788680968,,
6252,100000000,723192705,,
6253,12000000,87100449,,
6254,225000000,959007513,,
6255,225000000,668045518,,
6256,13300000,5866389,,
6257,,19465835,,
6258,7000000,7609187,,
6259,23000000,48517427,,
6260,39200000,86758912,,
6261,37000000,269994119,,
6262,28000000,60795985,,
6263,150000000,1281508100,,
6264,105000000,353642274,,
6265,40000000,251171807,,
6266,5000000,12666449,,
6267,38000000,96983009,,
6268,200000000,743559645,,
6269,3000000,39439355,,
6270,75000000,351723989,,
6271,120000000,286168572,,
6272,35000000,173965010,,
6273,,13551156,,
6274,190000000,467365246,,
6275,130000000,865011746,,
6276,22000000,48449416,,
6277,6000000,32443111,,
6278,190000000,540455876,,
6279,20000000,187733202,,
6280,130000000,375740705,,
6281,5000000,55736588,,
6282,90000000,188133322,,
6283,190000000,411002906,,
6284,135000000,587205319,,
6285,32000000,126041322,,
6286,5000000,26474920,,
6287,58000000,93492844,,
6288,115000000,286140700,,
6289,50000000,226349749,,
6290,55000000,218791811,,
6291,17000000,97542952,,
6292,150000000,205366737,,
6293,,3468224,,
6294,70000000,170270201,,
6295,40000000,154802912,,
6296,215000000,493311825,,
6297,26000000,87305549,,
6298,30000000,5186767,,
6299,22000000,15661554,,
6300,50000,139745,,
6301,110000000,125544024,,
6302,50000000,173649931,,
6303,20000000,46091271,,
6304,12000000,12077441,,
6305,60000000,95396573,,
6306,15000000,146428180,,
6307,38000000,98337295,,
6308,92000000,304654182,,
6309,50000000,137328301,,
6310,120000000,414828246,,
6311,20000000,47340586,,
6312,76000000,970766005,,
6313,175000000,151783839,,
6314,16000000,1575749,,
6315,20000000,17496820,,
6316,35000000,116980662,,
6317,90000000,199850315,,
6318,18000000,99104804,,
6319,,4934725,,
6320,28000000,97594140,,
6321,60000000,105200903,,
6322,25000000,74188937,,
6323,2000000,5090608,,
6324,3000000,20994648,,
6325,,9757417,,
6326,8000000,65652908,,
6327,5000000,44459951,,
6328,,291239,,
6329,25000000,71009334,,
6330,35000000,46922566,,
6331,13000000,68572631,,
6332,20000000,78378744,,
6333,130000000,78324220,,
6334,11000000,32960249,,
6335,1500000,3909596,,
6336,30000000,84790678,,
6337,215000000,260502115,,
6338,40000000,63365859,,
6339,135000000,282570682,,
6340,11000000,8526288,,
6341,61000000,131940411,,
6342,8000000,25288872,,
6343,30000000,63414135,,
6344,43000000,229930771,,
6345,5000000,161919318,,
6346,20000000,12671109,,
6347,10900000,16607575,,
6348,,3875442,,
6349,130000000,243611982,,
6350,30000000,177313795,,
6351,4800000,10639616,,
6352,84000000,148075565,,
6353,25500000,2566435,,
6354,,24665023,,
6355,30000000,18074539,,
6356,2500000,6918591,,
6357,40000000,97470701,,
6358,,20919703,,
6359,45000000,48330757,,
6360,5000000,8417248,,
6361,12700000,4292517,,
6362,,678604,,
6363,,1645164,,
6364,35000000,117867984,,
6365,19000000,76586316,,
6366,103000000,362000072,,
6367,10000000,1585583,,
6368,8000000,20045576,,
6369,30000000,78418811,,
6370,30000000,136533257,,
6371,12000000,1456675,,
6372,60000000,60052138,,
6373,4000000,2431443,,
6374,26000000,53120346,,
6375,,175755,,
6376,40000000,44907260,,
6377,50000000,239258712,,
6378,78000000,274325949,,
6379,195000000,197687603,,
6380,420000,993313,,
6381,100000000,268426634,,
6382,3500000,27858103,,
6383,12000000,27682872,,
6384,,1501595,,
6385,,17551296,,
6386,18000000,20275812,,
6387,20000000,24261569,,
6388,35000000,34737199,,
6389,8500000,1486506,,
6390,9000000,13627519,,
6391,7000000,1257142,,
6392,28000000,2624761,,
6393,,10900434,,
6394,38600000,73906736,,
6395,30000000,27437881,,
6396,,2313509,,
6397,35000000,46522137,,
6398,,1877924,,
6399,15000000,57824674,,
6400,105000000,347545360,,
6401,28000000,134409025,,
6402,900000,17385830,,
6403,,919591,,
6404,15000000,151826547,,
6405,12000000,100129872,,
6406,250000,270185,,
6407,12000000,42128352,,
6408,,125687,,
6409,16000000,5952884,,
6410,,29128433,,
6411,,3025189,,
6412,13000000,48065672,,
6413,,506303,,
6414,,2966268,,
6415,30000000,62675095,,
6416,2500000,60159584,,
6417,,24706166,,
6418,,1662515,,
6419,,30991781,,
6420,8000000,925762,,
6421,50000,587174,,
6422,10000000,1412181,,
6423,,97195,,
6424,,652228,,
6425,35000000,17056265,,
6426,11000000,12673462,,
6427,,500207,,
6428,,805574,,
6429,,123854,,
6430,,758754,,
6431,28000000,9058564,,
6432,,11156836,,
6433,,8366493,,
6434,,5853509,,
6435,10000000,7804337,,
6436,,3114953,,
6437,,1031243,,
6438,25000000,5464885,,
6439,6500000,2891812,,
6440,1000000,11621777,,
6441,,31673928,,
6442,,443990,,
6443,18000000,11806432,,
6444,170000000,773350147,,
6445,165000000,701729206,,
6446,20000000,86081711,,
6447,178000000,370541256,,
6448,61000000,369330363,,
6449,170000000,714421503,,
6450,25000000,172945750,,
6451,3300000,49396747,,
6452,81000000,414351546,,
6453,15000000,36869414,,
6454,85000000,288885818,,
6455,8500000,47398992,,
6456,250000000,962182865,,
6457,55000000,192330738,,
6458,34000000,348319861,,
6459,40000000,458863600,,
6460,11000000,48428048,,
6461,1600000,7253160,,
6462,14000000,233555708,,
6463,68000000,211822697,,
6464,200000000,746045700,,
6465,5100000,4942449,,
6466,9000000,111928365,,
6467,18000000,103215094,,
6468,1000000,21947454,,
6469,40000000,127994610,,
6470,100000000,244819862,,
6471,50000000,84419388,,
6472,65000000,136853506,,
6473,160000000,524976069,,
6474,25000000,66980456,,
6475,110000000,337580051,,
6476,58800000,547426372,,
6477,,25574387,,
6478,165000000,657869686,,
6479,200000000,708982323,,
6480,180000000,758411779,,
6481,50000000,212902372,,
6482,65000000,161459297,,
6483,60000000,468060692,,
6484,125000000,755356711,,
6485,3000000,1882074,,
6486,127000000,363204635,,
6487,12000000,307166834,,
6488,5000000,41898409,,
6489,6500000,257579282,,
6490,4000000,48137666,,
6491,15000000,123726688,,
6492,80000000,214657577,,
6493,44000000,11782625,,
6494,12600000,18658381,,
6495,210000000,1104054072,,
6496,20000000,14710975,,
6497,18000000,270665134,,
6498,2000000,10312540,,
6499,40000000,126069509,,
6500,40000000,196710396,,
6501,3300000,30642704,,
6502,15000000,52501541,,
6503,24000000,19206513,,
6504,5000000,2700051,,
6505,125000000,485004754,,
6506,100000000,242688965,,
6507,50000000,331333876,,
6508,170000000,710644566,,
6509,65000000,39407616,,
6510,28000000,71416730,,
6511,30000000,15642346,,
6512,70000000,156706638,,
6513,1000000,24343,,
6514,40000000,169837010,,
6515,,462875,,
6516,145000000,621537519,,
6517,125000000,359200044,,
6518,28000000,58834384,,
6519,66000000,203277636,,
6520,103000000,498781117,,
6521,95000000,114178613,,
6522,140000000,268175631,,
6523,40000000,87189756,,
6524,35000000,22126842,,
6525,55000000,282377683,,
6526,50000000,222809600,,
6527,26000000,38609668,,
6528,42000000,107645357,,
6529,19800000,41296320,,
6530,50000000,161502194,,
6531,132000000,373515621,,
6532,60000000,135503748,,
6533,,13156856,,
6534,,5874883,,
6535,,485544,,
6536,50000000,99783556,,
6537,,2193474,,
6538,15000000,39661919,,
6539,70000000,217124280,,
6540,1000000,62882090,,
6541,1000000,481234,,
6542,100000000,103039258,,
6543,20000000,34718173,,
6544,,10970,,
6545,22000000,17669776,,
6546,20000000,3396345,,
6547,30000000,87937815,,
6548,4500000,6566916,,
6549,48000000,326479141,,
6550,100000000,117831631,,
6551,,101807,,
6552,25000000,154468902,,
6553,8000000,45640143,,
6554,16000000,3819421,,
6555,,4070789,,
6556,16000000,1705908,,
6557,17000000,138224951,,
6558,20000000,12007070,,
6559,,100370104,,
6560,,10084623,,
6561,14000000,11020402,,
6562,15000000,36233517,,
6563,1500000,4381603,,
6564,4000000,2595622,,
6565,22000000,89514453,,
6566,7000000,14618727,,
6567,15000000,4510934,,
6568,11000000,78274843,,
6569,,6034851,,
6570,,3062178,,
6571,5000000,44779195,,
6572,28000000,53260230,,
6573,,49970,,
6574,10000000,28641776,,
6575,10000000,29253166,,
6576,5000000,17534314,,
6577,22500000,38176317,,
6578,20000000,66787908,,
6579,6000000,3485383,,
6580,25000000,38483455,,
6581,100000,596933,,
6582,40000000,67647013,,
6583,,8122990,,
6584,25000000,29824199,,
6585,18000000,25419147,,
6586,4000000,25358716,,
6587,25000000,39280992,,
6588,7000000,2433850,,
6589,65000000,76801179,,
6590,50000000,80383113,,
6591,,492332,,
6592,,660241,,
6593,19000000,5578519,,
6594,16000000,27405896,,
6595,28000000,100654149,,
6596,13000000,54837234,,
6597,70000000,61279452,,
6598,,5218973,,
6599,45000000,86165646,,
6600,,1363964,,
6601,2000000,64676349,,
6602,60000000,30800231,,
6603,,34949567,,
6604,145000000,275698039,,
6605,20000000,100375432,,
6606,,7455398,,
6607,12000000,7257942,,
6608,12000000,2510007,,
6609,,4094339,,
6610,,9016922,,
6611,2000000,615500,,
6612,16800000,51029361,,
6613,,4190884,,
6614,,6337728,,
6615,200000,17835162,,
6616,,54985,,
6617,6000000,15071,,
6618,13200000,54323210,,
6619,,4439481,,
6620,30000000,5092129,,
6621,1000000,185147,,
6622,,721143,,
6623,6000000,5670776,,
6624,,1897363,,
6625,30000000,33448971,,
6626,14000000,31972096,,
6627,5000000,103687316,,
6628,12000000,101982712,,
6629,10000000,18117839,,
6630,,4018705,,
6631,,469701,,
6632,,4633961,,
6633,,16887741,,
6634,24000000,70181428,,
6635,,84417,,
6636,,73922,,
6637,50000000,146965787,,
6638,12000000,26117471,,
6639,8000000,1828232,,
6640,9000000,21833967,,
6641,,4728401,,
6642,,1012804,,
6643,5000000,2379154,,
6644,150000000,375658750,,
6645,250000000,1402809540,,
6646,55000000,74679822,,
6647,190000000,1515341399,,
6648,44000000,156480177,,
6649,130000000,519311965,,
6650,40000000,569651467,,
6651,30000000,84872444,,
6652,4000000,40423945,,
6653,28000000,133440870,,
6654,150000000,1670516444,,
6655,135000000,532950503,,
6656,108000000,630162448,,
6657,13000000,35401758,,
6658,175000000,858848019,,
6659,20000000,98690254,,
6660,28000000,27262374,,
6661,75000000,107045109,,
6662,155000000,440603537,,
6663,95000000,542358331,,
6664,245000000,2069521700,,
6665,,15509546,,
6666,245000000,880681519,,
6667,,4289074,,
6668,30000000,42972994,,
6669,49000000,102811889,,
6670,2500000,5567103,,
6671,100000000,93920758,,
6672,3500000,615816,,
6673,35000000,194564672,,
6674,160000000,658344137,,
6675,55000000,203427584,,
6676,70000000,19652057,,
6677,65000000,235666219,,
6678,120000000,167882881,,
6679,150000000,682716636,,
6680,5000000,98450062,,
6681,31000000,107228221,,
6682,35000000,173567581,,
6683,25000000,65663276,,
6684,53000000,99775678,,
6685,50100000,158762963,,
6686,135000000,386041607,,
6687,176000000,183887723,,
6688,13000000,1767963,,
6689,74000000,1159444662,,
6690,29000000,287144079,,
6691,110000000,473990832,,
6692,35000000,140795793,,
6693,190000000,209035668,,
6694,40000000,165478348,,
6695,15000000,64191523,,
6696,110000000,297002527,,
6697,28000000,201634991,,
6698,11800000,40272135,,
6699,16200000,54418872,,
6700,4000000,52425855,,
6701,30000000,91970827,,
6702,,25003426,,
6703,61000000,312296056,,
6704,,34930177,,
6705,90000000,146936910,,
6706,5000000,3769214,,
6707,20000000,36606743,,
6708,200000000,332207671,,
6709,,30229977,,
6710,,354835,,
6711,5000000,58980521,,
6712,105000000,133718711,,
6713,40000000,111711453,,
6714,35000000,82347656,,
6715,30000000,49263404,,
6716,30000000,34441873,,
6717,15000000,16137046,,
6718,2000000,16810562,,
6719,60000000,101134059,,
6720,25000000,29674699,,
6721,11000000,62402155,,
6722,,23459358,,
6723,26000000,31807156,,
6724,68000000,215863606,,
6725,150000000,128388320,,
6726,88000000,244874809,,
6727,10000000,4366460,,
6728,15000000,16322067,,
6729,50000000,242786137,,
6730,50000000,71561644,,
6731,8000000,607595,,
6732,14800000,117813057,,
6733,8500000,43709744,,
6734,15000000,11430025,,
6735,80000000,474800000,,
6736,,1026288,,
6737,,663114,,
6738,34000000,62944815,,
6739,65000000,34227298,,
6740,10000000,112983889,,
6741,58000000,158261424,,
6742,37000000,26250020,,
6743,18026148,24548038,,
6744,,7545758,,
6745,23000000,79799880,,
6746,30000000,105011053,,
6747,19500000,34854990,,
6748,11000000,27391084,,
6749,30000000,6738764,,
6750,12000000,85512300,,
6751,6000000,41387687,,
6752,74000000,325186032,,
6753,50000000,12951093,,
6754,,12975143,,
6755,,30692889,,
6756,6000000,90777,,
6757,8000000,9074749,,
6758,,3224947,,
6759,35000000,48623572,,
6760,2000000,1775133,,
6761,,5274664,,
6762,35000000,61181942,,
6763,100000,828874,,
6764,8000000,37461274,,
6765,10000000,53329150,,
6766,,3778938,,
6767,8000000,5659286,,
6768,,38348,,
6769,6000000,422746,,
6770,9400000,,,
6771,,30810658,,
6772,11000000,61619773,,
6773,23000000,46152800,,
6774,13000000,35259653,,
6775,10000000,85978292,,
6776,,282083,,
6777,35000000,95437994,,
6778,3200000,5425148,,
6779,2000000,11122090,,
6780,,92166,,
6781,600000,7205073,,
6782,,11350917,,
6783,10000000,3334927,,
6784,60000000,47275717,,
6785,,7452512,,
6786,,1663165,,
6787,12000000,33213241,,
6788,,17671101,,
6789,,5261595,,
6790,10000000,12252684,,
6791,,72629670,,
6792,7500000,381839,,
6793,16000000,2084628,,
6794,7000000,17986781,,
6795,,3169553,,
6796,35000000,51380201,,
6797,15000000,61548707,,
6798,,121126188,,
6799,,108846,,
6800,40000000,24177137,,
6801,25000000,52395996,,
6802,5000000,4842699,,
6803,,5497104,,
6804,36000000,157029618,,
6805,17000000,45710059,,
6806,,13603453,,
6807,99000000,246233113,,
6808,15000000,3394174,,
6809,25000000,906995,,
6810,90000000,234798636,,
6811,3300000,38356892,,
6812,17000000,42426912,,
6813,26000000,27972023,,
6814,81200000,97571250,,
6815,11000000,1160724,,
6816,100000,42964410,,
6817,,121827,,
6818,,35275,,
6819,,4765472,,
6820,,87768,,
6821,2000000,1295574,,
6822,,3072991,,
6823,800000,143658,,
6824,,1505434,,
6825,5000000,2333684,,
6826,,98932,,
6827,2000000,2801508,,
6828,28000000,8527658,,
6829,35000000,14431253,,
6830,14000000,13081651,,
6831,,67069,,
6832,,1110522,,
6833,1000000,14659448,,
6834,18000000,41325328,,
6835,10000000,10835752,,
6836,,6659121,,
6837,11000000,29355203,,
6838,,3191168,,
6839,30000000,107588225,,
6840,,4235959,,
6841,3000000,73256266,,
6842,65000000,122606884,,
6843,,14430249,,
6844,25000000,48782670,,
6845,175000000,746846894,,
6846,90000000,162360636,,
6847,250000000,1153337496,,
6848,160000000,439048914,,
6849,58000000,782836791,,
6850,165000000,677796076,,
6851,9000000,278454417,,
6852,20000000,208314186,,
6853,9900000,157830487,,
6854,,5401447,,
6855,150000000,644411850,,
6856,47000000,203388186,,
6857,178000000,543934105,,
6858,5000000,23123592,,
6859,185000000,343471816,,
6860,75000000,634208384,,
6861,30000000,448906865,,
6862,40000000,321788219,,
6863,110000000,303144152,,
6864,150000000,1024121104,,
6865,115000000,164989338,,
6866,40000000,180563636,,
6867,,37767206,,
6868,50000000,69411370,,
6869,22500000,30311857,,
6870,200000000,1056057720,,
6871,250000000,873637528,,
6872,,358180115,,
6873,145000000,521170825,,
6874,50000000,62788218,,
6875,165000000,389681935,,
6876,,3096815,,
6877,110000000,296482446,,
6878,180000000,814044001,,
6879,,92764199,,
6880,40000000,312242626,,
6881,31500000,38803993,,
6882,35000000,81093313,,
6883,17000000,119100758,,
6884,25000000,236225193,,
6885,19000000,140705322,,
6886,45000000,173185859,,
6887,12000000,37879877,,
6888,10000000,118587880,,
6889,144000000,229147509,,
6890,44000000,155160045,,
6891,7000000,3377430,,
6892,4000000,65336603,,
6893,120000000,415484914,,
6894,9000000,78988148,,
6895,50000000,216972543,,
6896,40000000,86234523,,
6897,180000000,356700357,,
6898,46000000,23834809,,
6899,,2290649,,
6900,140000000,150680864,,
6901,,23915910,,
6902,25000000,24121245,,
6903,75000000,220021259,,
6904,90000000,334897606,,
6905,13000000,9101546,,
6906,175000000,966554929,,
6907,15000000,110216998,,
6908,30000000,19263938,,
6909,200000000,1028570942,,
6910,12000000,140853810,,
6911,4900000,148868835,,
6912,900000,9097072,,
6913,85000000,119520023,,
6914,60000000,162146076,,
6915,35000000,211952420,,
6916,38000000,112343513,,
6917,40000000,37357216,,
6918,,303723636,,
6919,6000000,201890,,
6920,20000000,23177948,,
6921,110000000,121790373,,
6922,,23079932,,
6923,60000000,240797623,,
6924,8000000,8809407,,
6925,28000000,16457494,,
6926,28000000,21011110,,
6927,9000000,19370020,,
6928,40000000,26620002,,
6929,60000000,205754447,,
6930,25000000,94073028,,
6931,22000000,63945241,,
6932,38000000,109906372,,
6933,125000000,346864886,,
6934,110000000,179246868,,
6935,5000000,9588282,,
6936,3000000,4935501,,
6937,150000000,334933831,,
6938,33000000,77068246,,
6939,20000000,183936074,,
6940,36000000,88528280,,
6941,10000000,73929392,,
6942,24000000,64414761,,
6943,170000000,299820798,,
6944,35000000,27979040,,
6945,105000000,408754975,,
6946,45000000,52185751,,
6947,40000000,29918745,,
6948,,7435006,,
6949,75000000,875458631,,
6950,20000000,9680029,,
6951,,650352,,
6952,7000000,7214806,,
6953,125000000,240697856,,
6954,135000000,245623848,,
6955,,200242,,
6956,10000000,4644472,,
6957,20000000,14857808,,
6958,80000000,52099090,,
6959,9000000,2000620,,
6960,,246218,,
6961,5000000,11084630,,
6962,140000000,195243411,,
6963,50000000,56722693,,
6964,18000000,6740647,,
6965,73000000,352333929,,
6966,108000000,22678555,,
6967,19000000,85251425,,
6968,40000000,125729635,,
6969,,13624522,,
6970,20000000,25975621,,
6971,,78053145,,
6972,38000000,118102725,,
6973,13000000,73983003,,
6974,15000000,4531320,,
6975,,3719383,,
6976,,368372,,
6977,,872805,,
6978,35000000,108007109,,
6979,100000000,94061311,,
6980,50000000,25035950,,
6981,9000000,29777777,,
6982,20000000,14880939,,
6983,65000000,143695338,,
6984,1500000,850419,,
6985,15000000,20651333,,
6986,,23020,,
6987,70000000,183388953,,
6988,43000000,47309313,,
6989,,5079219,,
6990,60000000,76249438,,
6991,30000000,43763247,,
6992,5000000,45173154,,
6993,,6953604,,
6994,,61797,,
6995,20000000,13385737,,
6996,20000000,46771565,,
6997,25000000,3885342,,
6998,45000000,114501299,,
6999,,176288,,
7000,29000000,49052787,,
7001,3500000,4462034,,
7002,30000000,106127278,,
7003,,61249,,
7004,30000000,9169507,,
7005,9000000,81705746,,
7006,30000000,678150,,
7007,10000000,39712000,,
7008,27000000,93282604,,
7009,125000000,64493915,,
7010,3800000,1138609,,
7011,5000000,22227514,,
7012,,11784207,,
7013,,12597262,,
7014,18000000,90632641,,
7015,40000000,30930984,,
7016,6000000,2840408,,
7017,,10711027,,
7018,3000000,21401949,,
7019,6000000,6698679,,
7020,35000000,24972139,,
7021,9000000,12957265,,
7022,,15793051,,
7023,,1386707,,
7024,,22003,,
7025,,5725482,,
7026,8000000,685780,,
7027,20000000,4978353,,
7028,,31668920,,
7029,10000000,7994527,,
7030,,28430,,
7031,40000000,124608438,,
7032,,180180,,
7033,,133324,,
7034,60000000,23157646,,
7035,35000000,25070261,,
7036,14000000,14459330,,
7037,,22546233,,
7038,,2063436,,
7039,,73121,,
7040,,217473,,
7041,,353808,,
7042,5000000,9037058,,
7043,,7400324,,
7044,180000000,853983911,,
7045,30000000,150847274,,
7046,30000000,176600207,,
7047,35000000,701796444,,
7048,175000000,880166924,,
7049,150000000,259334548,,
7050,200000000,863756051,,
7051,84000000,438006904,,
7052,90000000,962542945,,
7053,69000000,177856751,,
7054,,41888660,,
7055,12000000,37270721,,
7056,250000000,1236005118,,
7057,4500000,255589157,,
7058,100000000,527016307,,
7059,175000000,807817888,,
7060,34000000,226945087,,
7061,125000000,527965936,,
7062,97000000,619179950,,
7063,149000000,822824522,,
7064,97000000,240891763,,
7065,40000000,171547802,,
7066,20000000,306209289,,
7067,300000000,657926987,,
7068,30000000,44516999,,
7069,230000000,794881442,,
7070,19400000,195333312,,
7071,6000000,8003180,,
7072,185000000,566652812,,
7073,160000000,1264434525,,
7074,104000000,410902662,,
7075,15000000,160192267,,
7076,317000000,1332698830,,
7077,,1744071,,
7078,11000000,53939297,,
7079,30000000,100014025,,
7080,11000000,43980821,,
7081,55000000,352794081,,
7082,175000000,148675066,,
7083,10000000,78966486,,
7084,,7027336,,
7085,29000000,48453605,,
7086,55000000,381545846,,
